theory_id,domain_id,current_code,current_polarity,proposed_code,proposed_polarity,proposed_relation,agrees_with_current,quote_1,quote_2,source_locus,sections_searched,confidence,note,reading_status,change_direction,flag_for_adjudication
GNWT,M4c,NOT_LOCATED,,NOT_LOCATED,,,yes,,,"Mashour et al. 2020, whole review","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; autonomic/smooth muscle/gland/reflex: 0 hits in body",2,No statement bearing on this quantity anywhere in the full text. NOT_LOCATED stands.,read,unchanged,False
HOT,M1,NOT_LOCATED,,NOT_LOCATED,,,yes,Libet famously argued that our awareness of an intention to produce a spontaneous movement significantly lags behind the onset of the corresponding motor preparation signal,,"Lau & Rosenthal 2011, 'Consciousness as a decision process' passage (p. 368)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,Only action-related passage concerns timing of awareness of a single intention; nothing on number of competing policies. NOT_LOCATED stands.,read,unchanged,False
HOT,M2,NOT_LOCATED,,NOT_LOCATED,,,yes,,,"Lau & Rosenthal 2011, whole review","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; incompatib*/conflict/interference: 0 relevant hits",2,No statement. NOT_LOCATED stands.,read,unchanged,False
HOT,M3,INTERPRETED,stated_null,INTERPRETED,stated_null,effect,yes,"We argue that conscious experiences, regardless of their content, arise from one system in the brain. In this view, what differs in emotional and nonemotional states are the kinds of inputs that are processed by a general cortical network of cognition","emotional states of consciousness depend on the same fundamental neural mechanisms as any other state of consciousness, but that the inputs processed are different","LeDoux & Brown 2017, Abstract (p. E2016) and 'Higher-Order Theory of Emotional Consciousness' (p. E2021)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",3,"Full text strengthens the mechanism (one system regardless of content). No statement that valence shifts access threshold; the null remains an inference. Note: HOTEC also says emotional inputs 'alter processing in the GNC' - a modulation of processing, not of access probability. Unchanged.",read,unchanged,False
HOT,M5,NOT_LOCATED,,NOT_LOCATED,,,yes,,,"Lau & Rosenthal 2011, whole review","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; coherence/coupling/autonomic/visceral/body: 0 hits",2,No statement. NOT_LOCATED stands.,read,unchanged,False
HOT,M6,NOT_LOCATED,,NOT_LOCATED,,,yes,"the apparent richness of qualitative character is due to top-down 'filling in,' rather than detailed first-order representations at the moment of perception.","some proponents of higher-order theories ... hold that in such cases the qualitative character of conscious perception is determined, as in all cases, solely by the way the higher-order representation makes one aware of one's first-order states.","Lau & Rosenthal 2011, Figure 2 legend (p. 369) and 'Mismatch' passage (p. 370); Brown, Lau & LeDoux 2019 NOT AVAILABLE","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context (Lau & Rosenthal only)",2,"Partial: second source (Brown et al. 2019) unavailable. Lau & Rosenthal discuss subjective richness/inflation and who determines qualitative character - claims about calibration (M7-type) and content determination, not dimensionality. NOT_LOCATED stands provisionally.",read,unchanged,False
HOT,M7,EXPLICIT,positive,EXPLICIT,positive,marker,yes,"Higher-order representations might be better reflected by sensory metacognition, for instance the ability to rate confidence appropriately to distinguish between correct and incorrect perception","even though sensory metacognition and awareness are related, a specific kind of higher-order representation is required on the higher-order view for conscious awareness to occur (Table 1).","Lau & Rosenthal 2011, 'Metacognition in animals' passage (p. 370) and Glossary; Maniscalco & Lau 2012 §1-2 (meta-d' on the d' scale)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",3,Full text states both the marker (confidence-accuracy correspondence reflects higher-order representations) and the caveat (awareness not equated with metacognition). Maniscalco & Lau 2012 supplies the operationalisation only. Unchanged.,read,unchanged,False
HOT,M8,EXPLICIT,positive,EXPLICIT,positive,necessity,yes,"this is in agreement with the claim proposed by the higher-order view that the prefrontal cortex is crucial for conscious awareness, and in particular the subjective aspects (i.e. not only task performance).","Rounis et al. [36] reported that TMS targeted at the dorsolateral prefrontal cortex both lowered subjective reports of visual awareness and impaired metacognitive ability. Again, the effect was salient in the subjective reports, whereas task performance was unimpaired.","Lau & Rosenthal 2011, Box 2 (p. 369) and 'Empirically based criticisms' (p. 368)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",3,Full text states the necessity claim and the dlPFC TMS prediction directly. Hedge noted: 'some higher-order theories do not hold that conscious awareness is invariably associated with increased prefrontal activity'. Unchanged.,read,unchanged,False
HOT,M4a,INTERPRETED,positive,INTERPRETED,positive,effect,yes,"Activation of defensive circuits during an emotional experience results in various consequences that provide additional kinds of inputs to working memory, thus altering processing in the GNC","feedback to the brain from the amygdala-triggered body responses (as in Damasio) also change processing in many relevant circuits, including the GNC","LeDoux & Brown 2017, 'Higher-Order Theory of Emotional Consciousness' and Fig. 5 (pp. E2021-E2022)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"Body feedback is stated as an input to the GNC that can be rerepresented; that interoceptive signals become content 'like any other' is not stated in those words (one inference step). Also: 'quantitative changes in subjective experience, more consistent with a modulatory role of body feedback' (p. E2019). Unchanged.",read,unchanged,False
HOT,M4b,NOT_LOCATED,,INTERPRETED,positive,modulation,no,"outputs of the amygdala activate arousal systems that release neuromodulators that affect information processing widely in the brain, including in the GNC.","These various effects on the GNC may well influence top-down attentional control over sensory processing, memory retrieval, and other cognitive functions.","LeDoux & Brown 2017, 'Higher-Order Theory of Emotional Consciousness' (p. E2022); Lau & Rosenthal 2011: no statement","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in Lau & Rosenthal 2011 (0 hits) and LeDoux & Brown 2017 (a §5 HOT source)",1,"Not in the cell's current source, but a §5 HOT source states that body/brain arousal feedback alters GNC processing and 'may well' influence attentional control of sensory processing - a hedged mechanism by which visceral arousal modulates exteroceptive access. Candidate INTERPRETED; flag.",read,stronger,True
HOT,M4c,INTERPRETED,positive,INTERPRETED,positive,effect,yes,"Although subcortical circuits are not directly responsible for conscious feelings, they provide nonconscious inputs that coalesce with other kinds of neural signals in the cognitive assembly of conscious emotional experiences.",Our theory can thus potentially account for all forms of fear: those accompanied by brain arousal and bodily responses and those that are purely cognitive and even existential.,"LeDoux & Brown 2017, Abstract and 'Conclusions' (p. E2023)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; conflict never defined; smooth muscle/gland: 0 hits",1,"Source neither defines conflict nor excludes skeletomotor involvement; a mechanism producing a feeling from autonomic inputs exists. Codebook M4c note gives INTERPRETED positive for the former and NOT_LOCATED for the latter - rule tension; propose keep INTERPRETED, conf 1, flag.",read,unchanged,True
NSF,M1,NOT_LOCATED,,NOT_LOCATED,,,yes,"It seems unlikely that this type of bodily afferences [sensory-motor interactions] is a core constituent of conscious perceptual experiences, because locked-in patients ... nevertheless consciously experience the world around them",,"Park & Tallon-Baudry 2014, §1 Introduction (p. 2) and §2c (p. 3)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"The only action-related statement dismisses sensory-motor feedback as a constituent of experience; it concerns motor afference, not the number of competing policies. NOT_LOCATED stands.",read,unchanged,False
NSF,M2,NOT_LOCATED,,NOT_LOCATED,,,yes,,,"Park & Tallon-Baudry 2014, whole paper","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; incompatib*/conflict/effector: 0 hits",2,No statement. NOT_LOCATED stands.,read,unchanged,False
NSF,M3,INTERPRETED,positive,INTERPRETED,positive,effect,yes,"The neural subjective frame would be also be necessary to other types of subjective experiences, self-consciousness and emotional feelings.",HERs did not interact with the encoding of perceptual evidence in the discrimination task. Our results show that the self-reflection underlying preference-based decisions involves HERs,"Park & Tallon-Baudry 2014, §2b-c and Figure 1 (p. 3); Azzalini et al. 2021, Abstract and Discussion","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",2,"No valence-dependent access prediction. Azzalini 2021 shows a differential HER coupling for subjective value vs objective perceptual evidence - a claim for a different quantity (subjective value/self-relatedness, not affective sign). Park & Tallon-Baudry: frame necessary for emotional feelings as for percepts. Unchanged.",read,unchanged,False
NSF,M5,INTERPRETED,positive,INTERPRETED,positive,marker,yes,"The amplitude of heartbeat evoked responses before stimulus onset accounts for a modulation of the hit rate. ... There was no evidence that arousal differed between hits and misses before stimulus onset: neither alpha power, nor pupil diameter, nor any of the measured cardio-respiratory parameters","Note that other signals might contribute to this egocentric reference frame, for instance the stomach","Tallon-Baudry et al. 2018, §2.4 (p. 143) and §4 (p. 146)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"The HER is itself a cortical-cardiac coupling measure predicting access, but the source states no organism-wide joint metric and explicitly separates the effect from bodily state. INTERPRETED positive stands; first coder may consider single-channel coupling as EXPLICIT.",read,unchanged,False
NSF,M6,INTERPRETED,positive,INTERPRETED,positive,constitution,yes,One way to generate proper metrics of subjective experience is to establish a description of the topological organization of subjective experience.,"How many dimensions do we need to account for subjective experience, and how do those dimensions differ between individuals? ... How is the subjective space altered by task instructions","Tallon-Baudry 2022, pp. 1-2 (whole 2-page piece read)",entire text read,1,"Whole piece read. Poses dimensionality as open questions and proposes a measurement route (NLP on verbal reports + graph analysis) - arguably 'how it can be measured' (M6 definition) but no prediction about what determines it or how it changes. Not tied to the NSF mechanism. Unchanged, conf 1.",read,unchanged,False
NSF,M7,NOT_LOCATED,,NOT_LOCATED,,,yes,"at threshold for consciousness, a subject being presented with the same physical sensory information at each trial would sometimes report a hit ... and sometimes a miss",,"Park & Tallon-Baudry 2014, §2a (p. 2)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; metacognit*/confidence/introspect*/higher-order: 0 hits",2,Subjective report at threshold is discussed as the operational criterion of consciousness; no claim about metarepresentational precision or a metacognitive index. NOT_LOCATED stands.,read,unchanged,False
NSF,M8,INTERPRETED,positive,INTERPRETED,positive,marker,yes,the successful detection of a visual grating at threshold is predicted by enhanced heartbeat-evoked responses before stimulus onset in vACC and the right inferior parietal lobule without any simultaneous change in a number of bodily physiological parameters or cortical excitability.,"Neural events locked to heartbeats therefore shape visual conscious experience, potentially by contributing to the neural maps of the organism","Park et al. 2014, Introduction (p. 612) and Abstract; Table 1 (p. 616) for coordinates","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"Named regions (rIPL, vACC-vmPFC) are pre-stimulus predictors of detection, not a signature present when content is accessed and absent otherwise; the paper reports no post-stimulus access signature. INTERPRETED positive stands.",read,unchanged,False
NSF,M4a,INTERPRETED,stated_null,UNRESOLVED,,,no,It is important to underline here that the subjective frame is not experienced in itself: one does not have to be thinking explicitly about oneself as experiencing a flower to experience the flower,Explicit conscious perception of heartbeats is not necessary for the existence of a HER ... HER amplitude in the heartbeat perception task is a good predictor of subjects' explicit interoceptive abilities: HER amplitude is larger in good heartbeat perceivers,"Park & Tallon-Baudry 2014, §2b(i) (p. 3) and §3b-c (pp. 5-6)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"Two readings: (i) the frame is not experienced as content (basis of the current null); (ii) the source treats explicit heartbeat perception as a real, HER-related ability - interoceptive content can be accessed. The null concerns the frame, a different quantity from interoceptive content as content. Propose UNRESOLVED for adjudication.",read,weaker,False
NSF,M4b,EXPLICIT,positive,EXPLICIT,positive,modulation,yes,"the neural monitoring of bodily state, and in particular the neural monitoring of the heart, affects visual perception. The impact of spontaneous fluctuations of neural responses to heartbeats on visual detection is as large as the impact of explicit manipulations of spatial attention","During which the brain responded vigorously to heartbeats, subjects were more likely to perceive the stimulus consciously. Before stimulus onset, neither bodily state nor cortical excitability predicted visual detection.","Tallon-Baudry et al. 2018, Abstract and §2.4; Park et al. 2014, Discussion (p. 617)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",3,"Full texts state the modulation directly. Nuance for the register: the modulator is the cortical response to the heartbeat (HER), not cardiac phase or bodily state - 'visceral signals do not have to necessarily indicate a change in bodily state to contribute'. Unchanged.",read,unchanged,False
NSF,M4c,NOT_LOCATED,,NOT_LOCATED,,,yes,"Because the neural subjective frame is tightly linked to homeostatic regulations involved in vigilance, it is also potentially relevant for state consciousness.",,"Park & Tallon-Baudry 2014, §5 Conclusion (p. 8)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; conflict never defined; autonomic effectors appear only as monitored organs",2,No definition of conflict and no statement on autonomic conflict; homeostatic regulation is linked to state consciousness only. NOT_LOCATED stands.,read,unchanged,False
PFT,M2,INTERPRETED,stated_null,EXPLICIT,positive,effect,no,"In contrast, conflicts occurring at the processing stage of action selection must perturb the conscious field. ... mental representations that are associated with simultaneously activated, conflicting action plans are experienced as phenomenal states.","The field operates blindly, whether there is conflict between conscious contents or not. ... a conflict is not necessary for the conscious field to operate","Heredia Cedillo et al. 2024, §2 (pp. 4-5) and §3 (p. 7); Morsella et al. 2015 BBS, §2.4 (p. 5) and note 8 ('incompatible skeletomotor intentions ... produce systematic intrusions into consciousness')","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources (BBS target article and notes; commentaries excluded)",2,"Both sources state that incompatible action plans perturb the field (positive effect on experience) AND that the field runs whether or not conflict exists (null on presence). Strongest statement rule gives EXPLICIT positive, matching the current SIT M2 code on the same source; polarity change from stated_null. Flag.",read,polarity,True
PFT,M3,INTERPRETED,stated_null,INTERPRETED,stated_null,effect,yes,"In PFT, all of these different kinds of contents can be construed as tokens which, through the conscious field, constrain voluntary action. From this standpoint, a percept, urge, nausea, and even a high-level sense ... [are] similar in terms of their functional consequences.",the high-level contents (including metacognitions and emotion) participate with the low-level contents in the constraining of action selection.,"Morsella, Godwin & Jantz 2016 (BBS reply), R4 (pp. 9-10) and R5 (p. 11)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,Full text supports the null by content-equivalence (affective contents are tokens like any other); no valence-dependent access prediction anywhere. Emotion named as a domain 'to develop PFT'. Unchanged; confidence 1 -> 2.,read,unchanged,False
PFT,M8,NOT_APPLICABLE,,NOT_APPLICABLE,,,yes,"Passive frame theory attempts to illuminate what consciousness is, in mechanistic and functional terms; it does not address the 'implementation' level of analysis (how neurons instantiate conscious states)","Even though PFT is not about the neural mechanisms giving rise to consciousness, which is Marr's implementation level of analysis, the framework provides new clues regarding the matter and does rule out certain possibilities (e.g., panpsychism).","Morsella, Godwin & Jantz 2016 (BBS reply), Abstract and R8 (p. 23)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",3,Scope exclusion stated verbatim. Hedge: R8 offers 'clues' (dependence on cortical processes) without naming a signature. NOT_APPLICABLE stands.,read,unchanged,False
PP,M1,NOT_LOCATED,,NOT_LOCATED,,,n/a,,,Clark 2013 (10.1017/s0140525x12000477) - full text not available,none,,Source still unavailable; cell not changed.,source still unavailable,unavailable,False
PP,M3,EXPLICIT,positive,EXPLICIT,positive,constitution,yes,we propose a definition of emotional valence in terms of the negative rate of change of free-energy over time.,Subjective feeling states - experienced emotions - are hypothesized to depend on the integrated content of these predictive representations across multiple levels,"Joffily & Coricelli 2013, Abstract and 'Models' (p. 3); Seth 2013, 'Interoceptive inference' (p. 567)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",3,Joffily & Coricelli state the constitutive identification (valence = -dF/dt) and note compatibility with 'the predictive coding model of conscious presence'; Seth 2013 states feeling states depend on interoceptive predictions. No claim that valence shifts access threshold; constitution relation appropriate. Unchanged.,read,unchanged,False
PP,M5,INTERPRETED,positive,INTERPRETED,positive,marker,yes,"[participants with stronger intrinsic connectivity within the] allostatic-interoceptive system (specifically, connectivity between dpIns and anterior midcingulate cortex (aMCC)) also demonstrated a stronger concordance between objective and subjective measures of bodily arousal while viewing allostatically relevant images (P = 0.003)",the properties of affect - valence and arousal - can be thought of as basic features of consciousness,"Kleckner et al. 2017, Results 'convergent validity' (p. 6) and Discussion (p. 9)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,Nearest statement: a cortical connectivity index moderates objective-subjective arousal concordance - not a cortical-autonomic coherence criterion of access. Organism-wide allostasis remains the mechanism; the inference is the coder's. Unchanged. (Note for PP M6: 'Interoceptive sensations are usually experienced as lower-dimensional feelings of affect'.),read,unchanged,False
PP,M6,INTERPRETED,positive,INTERPRETED,positive,constitution,yes,perceptual inferences have the phenomenological character of objecthood when the underlying generative models deploy a rich set of epistemic predictions about sensory signals you would encounter were you to make ... this-or-that action,This deeply rooted aspect of experienced embodiment involves no strong component of objecthood.,"Seth & Tsakiris 2018, 'Phenomenology of embodied selfhood' (pp. 11-12)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,Full text states a mechanism determining phenomenal structure (richness of counterfactual predictions -> objecthood vs non-object-like character). Dimensionality as a quantity is not named; one inference step. Unchanged; confidence 1 -> 2. Kleckner 2017 adds 'lower-dimensional feelings of affect'.,read,unchanged,False
PP,M7,EXPLICIT,positive,INTERPRETED,positive,marker,no,"(3) interoceptive awareness (metacognitive awareness of interoceptive accuracy, e.g. confidence-accuracy correspondence). In a normative sample (N = 80), all three dimensions were distinct and dissociable.",Precision can be regarded as a measure of signal-to-noise or confidence. ... It is tempting to speculate that deep expectations at higher levels of the neuronal hierarchy are candidates for - or correlates of - conscious experience,"Garfinkel et al. 2015, Abstract and §1.2 (p. 66); Seth & Friston 2016, §2 (p. 4) and §3 (p. 5)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; every sentence containing precision AND conscious*/awareness/metacognit* inspected",2,"Weakens EXPLICIT: Garfinkel names the metacognitive operationalisation but 'interoceptive awareness' there is metacognitive awareness of accuracy, not conscious access; Seth & Friston state precision as control parameter and speculate on correlates, never linking precision to presence of experience. Rules give INTERPRETED. Flag.",read,weaker,True
PP,M8,INTERPRETED,positive,INTERPRETED,positive,marker,yes,This foundational biological perspective underwrites the claim that the PP framework is not in itself a theory of consciousness.,"we propose that it will be fruitful for the field to capitalize on a general account of brain function, which can serve as a systematic basis for identifying NCCs","Hohwy & Seth 2020, §1 (p. 2), §4 (p. 14), Conclusion (p. 27)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"Full text confirms no committed cortical signature; PP is offered as a basis for deriving NCCs (Weilnhammer et al. cited on prefrontal activity not being downstream). Not a scope exclusion (NCCs are within its ambition), so NOT_APPLICABLE does not apply. Unchanged.",read,unchanged,False
RPT,M1,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Lamme 2006 whole paper; Lamme & Roelfsema 2000 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; compet*/action plan/motor/conflict: only feedforward ""potential motor responses are prepared""",2,Only motor statements concern the feedforward sweep preparing potential responses; nothing on number of competing policies. NOT_LOCATED stands.,read,unchanged,False
RPT,M2,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Lamme 2006 whole paper; Lamme & Roelfsema 2000 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; incompatib*/conflict/interference: 0 relevant hits",2,No statement. NOT_LOCATED stands.,read,unchanged,False
RPT,M5,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Lamme 2006 whole paper; Lamme & Roelfsema 2000 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; coherence/coupling/autonomic/visceral/body: 0 hits; synchrony discussed only intracortically",2,No organism-wide or autonomic coherence statement. NOT_LOCATED stands.,read,unchanged,False
RPT,M3,NOT_LOCATED,,NOT_LOCATED,,,yes,"Subjects report no conscious experience for the visual field contralateral to the lesion but can guess stimulus properties, localize stimuli, show vegetative or emotional responses",,"Lamme 2006, Table 1 (blindsight row); Lamme & Roelfsema 2000: 0 hits","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",2,Emotion appears only as an unconscious residual capacity in blindsight; no statement that valence changes recurrent processing or access. NOT_LOCATED stands.,read,unchanged,False
RPT,M6,NOT_LOCATED,,NOT_LOCATED,,,yes,"Tononi argues that consciousness is the capacity of a system to integrate information [31,32]. This capacity depends crucially on the system's propensity to form a 'dynamic core' ... as well as by its complexity, that is the large number of possible",,"Lamme 2006, 'Why recurrent processing?' (p. 498)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",2,"Differentiation/complexity is cited from Tononi as support for recurrency, not stated as an RPT prediction. NOT_LOCATED stands.",read,unchanged,False
